company_confidence,opd_device,fda_device,opd_company,fda_company,dataset_type,stop_words_used,tfidf_score,fuzzy_token_set_score,levenshtein_score,jaro_winkler_score,opd_metadata_2017,opd_metadata_2018,opd_metadata_2019,opd_metadata_2020,opd_metadata_2021,opd_metadata_2022,opd_metadata_2023,opd_metadata_total,fda_metadata_dateoffinaldecision,fda_metadata_panellead,fda_metadata_primaryproductcode,id,match_human
High,magnetom vida 3t,MAGNETOM Cima.X,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,none,15.06000042,73,73,89.45999908,205231.7188,347639.8438,218471.1094,19211.35547,0,0,0,790554.0625,12/18/2023,Radiology,LNH,603,
High,magnetom verio a tim and dot system,MAGNETOM Cima.X,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",Research Payments,system,10.96000004,73,49,82.33000183,107048.4531,24919.09961,0,0,0,0,0,131967.5625,12/18/2023,Radiology,LNH,604,
High,magnetom terra 7t mri scanner,MAGNETOM Cima.X,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",Research Payments,none,10.96000004,73,51,83.75,0,0,238361.8594,0,0,0,0,238361.8594,12/18/2023,Radiology,LNH,605,
High,magnetom verio a tim and dot system,MAGNETOM Cima.X,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,system,10.96000004,73,49,82.33000183,3499.380371,1089.858643,2512.134521,217.8817139,0,0,0,7319.255371,12/18/2023,Radiology,LNH,606,
High,magnetom terra 7t mri scanner,MAGNETOM Cima.X,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,none,10.96000004,73,51,83.75,1479.772461,3929.150879,6019.597656,617.4309082,0,0,0,12045.95215,12/18/2023,Radiology,LNH,607,
High,magnetom essenza a tim and dot system,MAGNETOM Cima.X,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,system,10.96000004,73,47,69.94000244,59.97826004,945.387146,0,0,0,0,0,1005.365417,12/18/2023,Radiology,LNH,608,
High,magnetom aera,MAGNETOM Cima.X Fit,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",Research Payments,none,15.06000042,76,65,86.5,650153.1875,240724.8594,286011.9688,24904.91602,8703.522461,3664.89917,6446,1220609.375,2/29/2024,Radiology,LNH,609,
High,magnetom vida,MAGNETOM Cima.X Fit,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,none,15.06000042,76,71,89.15000153,0,0,0,17514.86328,11125.31543,148339.7344,33871.63281,210851.5469,2/29/2024,Radiology,LNH,610,
High,magnetom skyra,MAGNETOM Cima.X Fit,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,none,15.06000042,73,62,85.40000153,83145.25,70576.67969,12054.87988,2794.734375,557.8013306,409.0284119,635.331665,170173.7031,2/29/2024,Radiology,LNH,611,
High,magnetom skyra,MAGNETOM Cima.X Fit,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",Research Payments,none,15.06000042,73,62,85.40000153,405731.75,383486.6875,274770.1563,0,0,3419.184326,0,1067407.75,2/29/2024,Radiology,LNH,612,
High,magnetom espree,MAGNETOM Cima.X Fit,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",Research Payments,none,15.06000042,70,55,82,39315.90625,31549.30859,0,0,0,0,0,70865.21094,2/29/2024,Radiology,LNH,613,
High,magnetom terra,MAGNETOM Cima.X Fit,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,none,15.06000042,73,62,86.12000275,0,0,0,0,683.3502197,190.0680542,1151.013306,2024.431641,2/29/2024,Radiology,LNH,614,
High,magnetom sola,MAGNETOM Cima.X Fit,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,none,15.06000042,76,65,86.5,0,11166.84961,22667.58398,8486.802734,11611.62695,50179.51563,39169.20313,143281.5781,2/29/2024,Radiology,LNH,615,
High,magnetom espree,MAGNETOM Cima.X Fit,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,none,15.06000042,70,55,82,487.9060669,0,2441.255859,3560.01123,0,0,0,6489.17334,2/29/2024,Radiology,LNH,616,
High,magnetom aera,MAGNETOM Cima.X Fit,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,none,15.06000042,76,65,86.5,177128.5469,155401.6875,40449.83984,21881.74219,5255.727539,892.2155151,1317.671631,402327.4375,2/29/2024,Radiology,LNH,617,
High,magnetom verio,MAGNETOM Cima.X Fit,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,none,15.06000042,73,62,85.40000153,0,0,0,0,510.561676,1132.974365,556.7700195,2200.306152,2/29/2024,Radiology,LNH,618,
High,magnetom altea,MAGNETOM Cima.X Fit,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,none,15.06000042,73,69,87.94000244,0,0,48671.87109,1536.325073,29595.96094,23830.9082,15518.4873,119153.5547,2/29/2024,Radiology,LNH,619,
High,magnetom symphony,MAGNETOM Cima.X Fit,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,none,15.06000042,64,57,82.87999725,48.47362137,21.65981293,0,0,0,0,0,70.13343811,2/29/2024,Radiology,LNH,620,
High,magnetom lumina,MAGNETOM Cima.X Fit,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,none,15.06000042,70,67,87.66999817,0,0,1429.521606,1922.986572,11797.41113,46655.60547,1872.055054,63677.58203,2/29/2024,Radiology,LNH,621,
High,magnetom avanto,MAGNETOM Cima.X Fit,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,none,15.06000042,70,67,86.88999939,7565.737305,2941.59668,221.9919434,1236.18042,52.16490936,338.302124,0,12355.97363,2/29/2024,Radiology,LNH,622,
High,magnetom prisma,MAGNETOM Cima.X Fit,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,none,15.06000042,73,73,89.33000183,53905.8125,753.4824219,112.6407089,3910.521484,183.2575073,565.7375488,2364.560059,61796.01172,2/29/2024,Radiology,LNH,623,
High,magnetom spectra,MAGNETOM Cima.X Fit,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,none,15.06000042,67,65,86.66999817,69.88555145,155.477417,0,0,0,0,0,225.3629608,2/29/2024,Radiology,LNH,624,
High,magnetom essenza,MAGNETOM Cima.X Fit,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,none,15.06000042,67,59,83.61000061,0,0,0,0,0,0,48.73333359,48.73333359,2/29/2024,Radiology,LNH,625,
High,magnetom free.max,MAGNETOM Cima.X Fit,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,none,15.06000042,71,71,87.62000275,0,0,0,0,3279.091553,121512.6563,47853.28125,172645.0313,2/29/2024,Radiology,LNH,626,
High,magnetom prisma,MAGNETOM Cima.X Fit,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",Research Payments,none,15.06000042,73,73,89.33000183,4875.331543,603.0771484,20088.44727,0,0,7027.860352,0,32594.7168,2/29/2024,Radiology,LNH,627,
High,magnetom amira,MAGNETOM Cima.X Fit,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,none,15.06000042,73,69,88.80999756,0,126.2214966,76.68888092,0,0,46.1548233,0,249.0652008,2/29/2024,Radiology,LNH,628,
High,magnetom avanto,MAGNETOM Cima.X Fit,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",Research Payments,none,15.06000042,70,67,86.88999939,837576.625,98813.64844,4354.288574,549970.8125,713242.4375,0,0,2203957.75,2/29/2024,Radiology,LNH,629,
High,magnetom vida 3t,MAGNETOM Cima.X Fit,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,none,11.22999954,67,76,90.69000244,205231.7188,347639.8438,218471.1094,19211.35547,0,0,0,790554.0625,2/29/2024,Radiology,LNH,630,
High,magnetom terra 7t mri scanner,MAGNETOM Cima.X Fit,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,none,8.180000305,62,51,82.34999847,1479.772461,3929.150879,6019.597656,617.4309082,0,0,0,12045.95215,2/29/2024,Radiology,LNH,631,
High,magnetom essenza a tim and dot system,MAGNETOM Cima.X Fit,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,system,8.180000305,62,51,67.11000061,59.97826004,945.387146,0,0,0,0,0,1005.365417,2/29/2024,Radiology,LNH,632,
High,magnetom verio a tim and dot system,MAGNETOM Cima.X Fit,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,system,8.180000305,62,53,83.90000153,3499.380371,1089.858643,2512.134521,217.8817139,0,0,0,7319.255371,2/29/2024,Radiology,LNH,633,
High,magnetom terra 7t mri scanner,MAGNETOM Cima.X Fit,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",Research Payments,none,8.180000305,62,51,82.34999847,0,0,238361.8594,0,0,0,0,238361.8594,2/29/2024,Radiology,LNH,634,
High,magnetom verio a tim and dot system,MAGNETOM Cima.X Fit,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",Research Payments,system,8.180000305,62,53,83.90000153,107048.4531,24919.09961,0,0,0,0,0,131967.5625,2/29/2024,Radiology,LNH,635,
High,magnetom free.max,MAGNETOM Free.Max,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,none,100,100,100,100,0,0,0,0,3279.091553,121512.6563,47853.28125,172645.0313,7/1/2021,Radiology,LNH,636,
High,magnetom symphony,MAGNETOM Free.Max,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,none,20.20000076,67,61,84.26000214,48.47362137,21.65981293,0,0,0,0,0,70.13343811,7/1/2021,Radiology,LNH,637,
High,magnetom prisma,MAGNETOM Free.Max,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,none,20.20000076,77,77,91,53905.8125,753.4824219,112.6407089,3910.521484,183.2575073,565.7375488,2364.560059,61796.01172,7/1/2021,Radiology,LNH,638,
High,magnetom sola,MAGNETOM Free.Max,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,none,20.20000076,76,69,87.87999725,0,11166.84961,22667.58398,8486.802734,11611.62695,50179.51563,39169.20313,143281.5781,7/1/2021,Radiology,LNH,639,
High,magnetom prisma,MAGNETOM Free.Max,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",Research Payments,none,20.20000076,77,77,91,4875.331543,603.0771484,20088.44727,0,0,7027.860352,0,32594.7168,7/1/2021,Radiology,LNH,640,
High,magnetom verio,MAGNETOM Free.Max,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,none,20.20000076,73,67,87.65000153,0,0,0,0,510.561676,1132.974365,556.7700195,2200.306152,7/1/2021,Radiology,LNH,641,
High,magnetom amira,MAGNETOM Free.Max,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,none,20.20000076,73,73,90.48000336,0,126.2214966,76.68888092,0,0,46.1548233,0,249.0652008,7/1/2021,Radiology,LNH,642,
High,magnetom avanto,MAGNETOM Free.Max,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",Research Payments,none,20.20000076,70,65,85.83000183,837576.625,98813.64844,4354.288574,549970.8125,713242.4375,0,0,2203957.75,7/1/2021,Radiology,LNH,643,
High,magnetom aera,MAGNETOM Free.Max,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",Research Payments,none,20.20000076,76,76,91.79000092,650153.1875,240724.8594,286011.9688,24904.91602,8703.522461,3664.89917,6446,1220609.375,7/1/2021,Radiology,LNH,644,
High,magnetom terra,MAGNETOM Free.Max,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,none,20.20000076,73,73,90.48000336,0,0,0,0,683.3502197,190.0680542,1151.013306,2024.431641,7/1/2021,Radiology,LNH,645,
High,magnetom vida,MAGNETOM Free.Max,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,none,20.20000076,76,69,87.87999725,0,0,0,17514.86328,11125.31543,148339.7344,33871.63281,210851.5469,7/1/2021,Radiology,LNH,646,
High,magnetom altea,MAGNETOM Free.Max,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,none,20.20000076,73,73,87.65000153,0,0,48671.87109,1536.325073,29595.96094,23830.9082,15518.4873,119153.5547,7/1/2021,Radiology,LNH,647,
High,magnetom lumina,MAGNETOM Free.Max,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,none,20.20000076,71,71,88.41999817,0,0,1429.521606,1922.986572,11797.41113,46655.60547,1872.055054,63677.58203,7/1/2021,Radiology,LNH,648,
High,magnetom aera,MAGNETOM Free.Max,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,none,20.20000076,76,76,91.79000092,177128.5469,155401.6875,40449.83984,21881.74219,5255.727539,892.2155151,1317.671631,402327.4375,7/1/2021,Radiology,LNH,649,
High,magnetom essenza,MAGNETOM Free.Max,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,none,20.20000076,75,75,90,0,0,0,0,0,0,48.73333359,48.73333359,7/1/2021,Radiology,LNH,650,
High,magnetom espree,MAGNETOM Free.Max,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",Research Payments,none,20.20000076,77,77,89.33000183,39315.90625,31549.30859,0,0,0,0,0,70865.21094,7/1/2021,Radiology,LNH,651,
High,magnetom avanto,MAGNETOM Free.Max,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,none,20.20000076,70,65,85.83000183,7565.737305,2941.59668,221.9919434,1236.18042,52.16490936,338.302124,0,12355.97363,7/1/2021,Radiology,LNH,652,
High,magnetom spectra,MAGNETOM Free.Max,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,none,20.20000076,69,69,88.33000183,69.88555145,155.477417,0,0,0,0,0,225.3629608,7/1/2021,Radiology,LNH,653,
High,magnetom espree,MAGNETOM Free.Max,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,none,20.20000076,77,77,89.33000183,487.9060669,0,2441.255859,3560.01123,0,0,0,6489.17334,7/1/2021,Radiology,LNH,654,
High,magnetom skyra,MAGNETOM Free.Max,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,none,20.20000076,73,73,89.45999908,83145.25,70576.67969,12054.87988,2794.734375,557.8013306,409.0284119,635.331665,170173.7031,7/1/2021,Radiology,LNH,655,
High,magnetom skyra,MAGNETOM Free.Max,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",Research Payments,none,20.20000076,73,73,89.45999908,405731.75,383486.6875,274770.1563,0,0,3419.184326,0,1067407.75,7/1/2021,Radiology,LNH,656,
High,magnetom vida 3t,MAGNETOM Free.Max,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,none,15.06000042,67,62,85,205231.7188,347639.8438,218471.1094,19211.35547,0,0,0,790554.0625,7/1/2021,Radiology,LNH,657,
High,magnetom verio a tim and dot system,MAGNETOM Free.Max,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,system,10.96000004,67,47,67.66999817,3499.380371,1089.858643,2512.134521,217.8817139,0,0,0,7319.255371,7/1/2021,Radiology,LNH,658,
High,magnetom verio a tim and dot system,MAGNETOM Free.Max,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",Research Payments,system,10.96000004,67,47,67.66999817,107048.4531,24919.09961,0,0,0,0,0,131967.5625,7/1/2021,Radiology,LNH,659,
High,magnetom terra 7t mri scanner,MAGNETOM Free.Max,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",Research Payments,none,10.96000004,67,53,82.13999939,0,0,238361.8594,0,0,0,0,238361.8594,7/1/2021,Radiology,LNH,660,
High,magnetom essenza a tim and dot system,MAGNETOM Free.Max,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,system,10.96000004,67,49,69.55999756,59.97826004,945.387146,0,0,0,0,0,1005.365417,7/1/2021,Radiology,LNH,661,
High,magnetom terra 7t mri scanner,MAGNETOM Free.Max,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,none,10.96000004,67,53,82.13999939,1479.772461,3929.150879,6019.597656,617.4309082,0,0,0,12045.95215,7/1/2021,Radiology,LNH,662,
High,magnetom free.max,"MAGNETOM Free.Max, MAGNETOM Free.Star","Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,none,66.87000275,100,64,89.41000366,0,0,0,0,3279.091553,121512.6563,47853.28125,172645.0313,6/24/2022,Radiology,LNH,663,
High,magnetom prisma,"MAGNETOM Free.Max, MAGNETOM Free.Star","Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",Research Payments,none,24.12999916,70,49,83.05999756,4875.331543,603.0771484,20088.44727,0,0,7027.860352,0,32594.7168,6/24/2022,Radiology,LNH,664,
High,magnetom aera,"MAGNETOM Free.Max, MAGNETOM Free.Star","Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",Research Payments,none,24.12999916,76,55,86.11000061,650153.1875,240724.8594,286011.9688,24904.91602,8703.522461,3664.89917,6446,1220609.375,6/24/2022,Radiology,LNH,665,
High,magnetom aera,"MAGNETOM Free.Max, MAGNETOM Free.Star","Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,none,24.12999916,76,55,86.11000061,177128.5469,155401.6875,40449.83984,21881.74219,5255.727539,892.2155151,1317.671631,402327.4375,6/24/2022,Radiology,LNH,666,
High,magnetom sola,"MAGNETOM Free.Max, MAGNETOM Free.Star","Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,none,24.12999916,76,47,69.29000092,0,11166.84961,22667.58398,8486.802734,11611.62695,50179.51563,39169.20313,143281.5781,6/24/2022,Radiology,LNH,667,
High,magnetom skyra,"MAGNETOM Free.Max, MAGNETOM Free.Star","Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",Research Payments,none,24.12999916,73,46,82.18000031,405731.75,383486.6875,274770.1563,0,0,3419.184326,0,1067407.75,6/24/2022,Radiology,LNH,668,
High,magnetom verio,"MAGNETOM Free.Max, MAGNETOM Free.Star","Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,none,24.12999916,73,46,82.54000092,0,0,0,0,510.561676,1132.974365,556.7700195,2200.306152,6/24/2022,Radiology,LNH,669,
High,magnetom vida,"MAGNETOM Free.Max, MAGNETOM Free.Star","Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,none,24.12999916,76,43,68.77999878,0,0,0,17514.86328,11125.31543,148339.7344,33871.63281,210851.5469,6/24/2022,Radiology,LNH,670,
High,magnetom terra,"MAGNETOM Free.Max, MAGNETOM Free.Star","Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,none,24.12999916,73,50,85.37999725,0,0,0,0,683.3502197,190.0680542,1151.013306,2024.431641,6/24/2022,Radiology,LNH,671,
High,magnetom lumina,"MAGNETOM Free.Max, MAGNETOM Free.Star","Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,none,24.12999916,70,49,68.98999786,0,0,1429.521606,1922.986572,11797.41113,46655.60547,1872.055054,63677.58203,6/24/2022,Radiology,LNH,672,
High,magnetom essenza,"MAGNETOM Free.Max, MAGNETOM Free.Star","Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,none,24.12999916,67,52,82.36000061,0,0,0,0,0,0,48.73333359,48.73333359,6/24/2022,Radiology,LNH,673,
High,magnetom prisma,"MAGNETOM Free.Max, MAGNETOM Free.Star","Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,none,24.12999916,70,49,83.05999756,53905.8125,753.4824219,112.6407089,3910.521484,183.2575073,565.7375488,2364.560059,61796.01172,6/24/2022,Radiology,LNH,674,
High,magnetom amira,"MAGNETOM Free.Max, MAGNETOM Free.Star","Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,none,24.12999916,73,54,84.68000031,0,126.2214966,76.68888092,0,0,46.1548233,0,249.0652008,6/24/2022,Radiology,LNH,675,
High,magnetom avanto,"MAGNETOM Free.Max, MAGNETOM Free.Star","Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",Research Payments,none,24.12999916,70,57,86.90000153,837576.625,98813.64844,4354.288574,549970.8125,713242.4375,0,0,2203957.75,6/24/2022,Radiology,LNH,676,
High,magnetom spectra,"MAGNETOM Free.Max, MAGNETOM Free.Star","Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,none,24.12999916,67,52,68.02999878,69.88555145,155.477417,0,0,0,0,0,225.3629608,6/24/2022,Radiology,LNH,677,
High,magnetom altea,"MAGNETOM Free.Max, MAGNETOM Free.Star","Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,none,24.12999916,73,54,83.13999939,0,0,48671.87109,1536.325073,29595.96094,23830.9082,15518.4873,119153.5547,6/24/2022,Radiology,LNH,678,
High,magnetom espree,"MAGNETOM Free.Max, MAGNETOM Free.Star","Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",Research Payments,none,24.12999916,70,53,83.44000244,39315.90625,31549.30859,0,0,0,0,0,70865.21094,6/24/2022,Radiology,LNH,679,
High,magnetom espree,"MAGNETOM Free.Max, MAGNETOM Free.Star","Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,none,24.12999916,70,53,83.44000244,487.9060669,0,2441.255859,3560.01123,0,0,0,6489.17334,6/24/2022,Radiology,LNH,680,
High,magnetom symphony,"MAGNETOM Free.Max, MAGNETOM Free.Star","Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,none,24.12999916,64,43,65.84999847,48.47362137,21.65981293,0,0,0,0,0,70.13343811,6/24/2022,Radiology,LNH,681,
High,magnetom avanto,"MAGNETOM Free.Max, MAGNETOM Free.Star","Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,none,24.12999916,70,57,86.90000153,7565.737305,2941.59668,221.9919434,1236.18042,52.16490936,338.302124,0,12355.97363,6/24/2022,Radiology,LNH,682,
High,magnetom skyra,"MAGNETOM Free.Max, MAGNETOM Free.Star","Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,none,24.12999916,73,46,82.18000031,83145.25,70576.67969,12054.87988,2794.734375,557.8013306,409.0284119,635.331665,170173.7031,6/24/2022,Radiology,LNH,683,
High,magnetom vida 3t,"MAGNETOM Free.Max, MAGNETOM Free.Star","Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,none,18,67,48,82.05999756,205231.7188,347639.8438,218471.1094,19211.35547,0,0,0,790554.0625,6/24/2022,Radiology,LNH,684,
High,magnetom verio a tim and dot system,"MAGNETOM Free.Max, MAGNETOM Free.Star","Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,system,13.10000038,48,55,67.63999939,3499.380371,1089.858643,2512.134521,217.8817139,0,0,0,7319.255371,6/24/2022,Radiology,LNH,685,
High,magnetom terra 7t mri scanner,"MAGNETOM Free.Max, MAGNETOM Free.Star","Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,none,13.10000038,52,57,85.04000092,1479.772461,3929.150879,6019.597656,617.4309082,0,0,0,12045.95215,6/24/2022,Radiology,LNH,686,
High,magnetom terra 7t mri scanner,"MAGNETOM Free.Max, MAGNETOM Free.Star","Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",Research Payments,none,13.10000038,52,57,85.04000092,0,0,238361.8594,0,0,0,0,238361.8594,6/24/2022,Radiology,LNH,687,
High,magnetom essenza a tim and dot system,"MAGNETOM Free.Max, MAGNETOM Free.Star","Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,system,13.10000038,48,56,83.76000214,59.97826004,945.387146,0,0,0,0,0,1005.365417,6/24/2022,Radiology,LNH,688,
High,magnetom verio a tim and dot system,"MAGNETOM Free.Max, MAGNETOM Free.Star","Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",Research Payments,system,13.10000038,48,55,67.63999939,107048.4531,24919.09961,0,0,0,0,0,131967.5625,6/24/2022,Radiology,LNH,689,
High,magnetom free.max,MAGNETOM Free.Max; MAGNETOM Free.Star,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,none,66.87000275,100,64,89.41000366,0,0,0,0,3279.091553,121512.6563,47853.28125,172645.0313,11/9/2023,Radiology,LNH,690,
High,magnetom skyra,MAGNETOM Free.Max; MAGNETOM Free.Star,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,none,24.12999916,73,46,82.18000031,83145.25,70576.67969,12054.87988,2794.734375,557.8013306,409.0284119,635.331665,170173.7031,11/9/2023,Radiology,LNH,691,
High,magnetom prisma,MAGNETOM Free.Max; MAGNETOM Free.Star,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,none,24.12999916,70,49,83.05999756,53905.8125,753.4824219,112.6407089,3910.521484,183.2575073,565.7375488,2364.560059,61796.01172,11/9/2023,Radiology,LNH,692,
High,magnetom vida,MAGNETOM Free.Max; MAGNETOM Free.Star,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,none,24.12999916,76,43,68.77999878,0,0,0,17514.86328,11125.31543,148339.7344,33871.63281,210851.5469,11/9/2023,Radiology,LNH,693,
High,magnetom symphony,MAGNETOM Free.Max; MAGNETOM Free.Star,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,none,24.12999916,64,43,65.84999847,48.47362137,21.65981293,0,0,0,0,0,70.13343811,11/9/2023,Radiology,LNH,694,
High,magnetom sola,MAGNETOM Free.Max; MAGNETOM Free.Star,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",General Payments,none,24.12999916,76,47,69.29000092,0,11166.84961,22667.58398,8486.802734,11611.62695,50179.51563,39169.20313,143281.5781,11/9/2023,Radiology,LNH,695,
High,magnetom avanto,MAGNETOM Free.Max; MAGNETOM Free.Star,"Siemens Medical Solutions USA, Inc.","Siemens Medical Solutions USA, Inc.",Research Payments,none,24.12999916,70,57,86.90000153,837576.625,98813.64844,4354.288574,549970.8125,713242.4375,0,0,2203957.75,11/9/2023,Radiology,LNH,696,
